OBJECTID,GlobalID,Speed (km/h),Direction of travel (°),Compass reading (°),Position source type,Receiver Name,Horizontal Accuracy (m),Vertical Accuracy (m),Latitude,Longitude,Altitude,PDOP,HDOP,VDOP,Fix Type,Correction Age,Station ID,Number of Satellites,Fix Time,Average Horizontal Accuracy (m),Average Vertical Accuracy (m),Averaged Positions,Standard Deviation (m),CreationDate,Creator,EditDate,Editor,Date and Time,"WTD, Female","WTD, Male, Mature","WTD, Male, Middle","WTD, Male, Young","WTD, Fawn","WTD, Unknown",WTD Notes,Transect OID,WTD moving into next transect?,Direction,WTD_Distance,"WTD, Male, Unkown",Date Filter,x,y
182,7840529c-16d1-405b-aea9-fde980230bde,48.116812,176.21,126.9306373,2,Cedar CT8X2,1.769180601,2,27.670631,-98.209866,75.6,1.100000024,0.600000024,0.910000026,2,,0,20,2/10/2024 14:27,,,,,2/10/2024 14:27,davepearce@tamu.edu_tamu,2/10/2024 14:27,davepearce@tamu.edu_tamu,,1,0,1,0,1,0,,,No,3,60,0,,-98.209866,27.670631
183,e0f7fa16-1dac-4a9b-a2ea-8b2a3f13864f,44.266504,180.11,163.1489038,2,Cedar CT8X2,2.051828453,2.7,27.66864167,-98.20978167,75.2,1.080000043,0.610000014,0.889999986,2,,0,21,2/10/2024 14:27,,,,,2/10/2024 14:28,davepearce@tamu.edu_tamu,2/10/2024 14:28,davepearce@tamu.edu_tamu,,1,0,0,0,0,0,,,No,1,50,0,,-98.20978167,27.66864167
184,78b8fa25-272f-44f9-8edf-d5933e1544b5,49.787316,178.24,99.64574591,2,Cedar CT8X2,1.62788206,1.8,27.666432,-98.20973817,72.3,1.059999943,0.589999974,0.889999986,2,,0,22,2/10/2024 14:28,,,,,2/10/2024 14:28,davepearce@tamu.edu_tamu,2/10/2024 14:28,davepearce@tamu.edu_tamu,,2,0,0,0,0,0,,,No,7,60,0,,-98.20973817,27.666432
185,1d31058e-c0a0-45ac-8c49-19ef202834c0,59.62514,178.27,122.3118721,2,Cedar CT8X2,1.697056275,1.7,27.657882,-98.2095755,87.7,1.110000014,0.600000024,0.930000007,2,,0,21,2/10/2024 14:29,,,,,2/10/2024 14:29,davepearce@tamu.edu_tamu,2/10/2024 14:29,davepearce@tamu.edu_tamu,,2,0,0,0,1,0,,,No,8,50,0,,-98.2095755,27.657882
186,522aaf31-479c-4862-a98e-01fe7a399097,57.56942,358.46,347.8843159,2,Cedar CT8X2,2.126029163,3.4,27.6603755,-98.2121645,70.9,1.139999986,0.629999995,0.949999988,2,,0,20,2/10/2024 14:32,,,,,2/10/2024 14:33,davepearce@tamu.edu_tamu,2/10/2024 14:33,davepearce@tamu.edu_tamu,,0,1,0,0,0,0,,,No,12,5,0,,-98.2121645,27.6603755
187,929fdd08-9b5a-415d-8958-130c3a679433,56.711944,0.98,349.4831607,2,Cedar CT8X2,2.202271555,3.4,27.670686,-98.21211883,73.9,1.149999976,0.629999995,0.949999988,2,,0,20,2/10/2024 14:33,,,,,2/10/2024 14:34,davepearce@tamu.edu_tamu,2/10/2024 14:34,davepearce@tamu.edu_tamu,,1,0,0,0,0,0,,,No,12,30,0,,-98.21211883,27.670686
188,aa888aa3-b887-4f8e-a453-9c0e9b2b7684,57.604608,1.84,331.2534482,2,Cedar CT8X2,1.720465053,2.1,27.671671,-98.21213433,81.5,1.090000033,0.610000014,0.910000026,2,,0,21,2/10/2024 14:33,,,,,2/10/2024 14:34,davepearce@tamu.edu_tamu,2/10/2024 14:34,davepearce@tamu.edu_tamu,,2,0,0,0,0,0,,,No,8,100,0,,-98.21213433,27.671671
189,f7777018-cfd2-46ee-99c2-9a404b286e82,59.804784,357.87,350.6718817,2,Cedar CT8X2,2.404163056,3.5,27.67634467,-98.21210917,72.2,1.110000014,0.600000024,0.939999998,2,,0,21,2/10/2024 14:34,,,,,2/10/2024 14:34,davepearce@tamu.edu_tamu,2/10/2024 14:34,davepearce@tamu.edu_tamu,,0,0,1,0,0,0,,,No,2,40,0,,-98.21210917,27.67634467
190,4091f644-d384-42a4-8711-1cd49d697491,57.760176,2.91,333.5721027,2,Cedar CT8X2,2,2.4,27.67752583,-98.21213667,79.9,1.090000033,0.610000014,0.910000026,2,,0,22,2/10/2024 14:34,,,,,2/10/2024 14:34,davepearce@tamu.edu_tamu,2/10/2024 14:34,davepearce@tamu.edu_tamu,,1,0,0,0,1,0,,,No,2,100,0,,-98.21213667,27.67752583
191,8e01afe1-c3f1-4070-a6ee-6b708c2bb7a5,56.676756,3.35,353.7380194,2,Cedar CT8X2,1.984943324,2.9,27.68658167,-98.21210033,68.8,1.149999976,0.629999995,0.959999979,2,,0,20,2/10/2024 14:35,,,,,2/10/2024 14:35,davepearce@tamu.edu_tamu,2/10/2024 14:36,davepearce@tamu.edu_tamu,,1,0,0,0,2,0,,,No,11,30,0,,-98.21210033,27.68658167
192,c9409e97-ad10-4b76-bea6-cba5b3cd5eed,49.876212,180.78,163.164299,2,Cedar CT8X2,1.555634919,2.4,27.6827515,-98.21473667,76.5,1.100000024,0.589999974,0.930000007,2,,0,21,2/10/2024 14:36,,,,,2/10/2024 14:37,davepearce@tamu.edu_tamu,2/10/2024 14:37,davepearce@tamu.edu_tamu,,1,0,0,0,1,0,,,No,11,40,0,,-98.21473667,27.6827515
193,e5c25cb3-e38e-43c1-8b49-be10691a9c76,50.622568,176.96,103.4164748,2,Cedar CT8X2,1.703202865,2.1,27.6798895,-98.214858,75.4,1.080000043,0.589999974,0.910000026,2,,0,22,2/10/2024 14:37,,,,,2/10/2024 14:37,davepearce@tamu.edu_tamu,2/10/2024 14:37,davepearce@tamu.edu_tamu,,0,0,0,0,0,1,,,No,9,100,0,,-98.214858,27.6798895
194,86e87152-de27-4400-a42c-a2f40c46b088,49.572484,177.51,151.4326022,2,Cedar CT8X2,2,2.7,27.672911,-98.214756,80.4,1.080000043,0.589999974,0.910000026,2,,0,22,2/10/2024 14:38,,,,,2/10/2024 14:38,davepearce@tamu.edu_tamu,2/10/2024 14:38,davepearce@tamu.edu_tamu,,4,0,0,0,0,0,,,No,1,70,0,,-98.214756,27.672911
195,5e6a0a21-3875-4fd7-9d17-862b94eed9b4,54.459912,183.48,161.8677516,2,Cedar CT8X2,1.984943324,2.4,27.66982033,-98.2148335,80.1,1.159999967,0.629999995,0.970000029,2,,0,20,2/10/2024 14:38,,,,,2/10/2024 14:38,davepearce@tamu.edu_tamu,2/10/2024 14:38,davepearce@tamu.edu_tamu,,1,0,0,1,0,0,,,No,3,100,0,,-98.2148335,27.66982033
196,6f32c47d-3cfa-4526-82e5-f00c8e918fee,57.762028,178.76,160.3302487,2,Cedar CT8X2,1.843908891,2.4,27.665026,-98.214756,78.6,1.159999967,0.629999995,0.970000029,2,,0,20,2/10/2024 14:39,,,,,2/10/2024 14:39,davepearce@tamu.edu_tamu,2/10/2024 14:39,davepearce@tamu.edu_tamu,,4,0,0,0,0,0,,,No,1,60,0,,-98.214756,27.665026
197,232c22d6-9cc2-4097-8a79-12fef3e85992,49.589152,177.1,164.9443693,2,Cedar CT8X2,2.051828453,2.7,27.658708,-98.2147285,78,1.100000024,0.589999974,0.930000007,2,,0,21,2/10/2024 14:40,,,,,2/10/2024 14:40,davepearce@tamu.edu_tamu,2/10/2024 14:40,davepearce@tamu.edu_tamu,,1,0,0,0,0,0,,,No,3,100,0,,-98.2147285,27.658708
198,ed39850d-237d-40b4-a4c9-362fa91f0a19,48.264972,178.23,118.23108,2,Cedar CT8X2,1.920937271,2.1,27.66254117,-98.214783,75.6,1.139999986,0.629999995,0.959999979,2,,0,21,2/10/2024 14:39,,,,,2/10/2024 14:41,davepearce@tamu.edu_tamu,2/10/2024 14:41,davepearce@tamu.edu_tamu,,0,0,1,0,0,0,,,No,2,40,0,,-98.214783,27.66254117
199,342c06f9-63e6-47dd-8842-00d4bd42c046,55.839652,294.2,306.7694705,2,Cedar CT8X2,3.047950131,3.5,27.6456765,-98.21727583,79,1.169999957,0.610000014,0.980000019,2,,0,20,2/10/2024 14:42,,,,,2/10/2024 14:42,davepearce@tamu.edu_tamu,2/10/2024 14:42,davepearce@tamu.edu_tamu,,1,0,0,0,0,0,,,No,9,60,0,,-98.21727583,27.6456765
200,e372bec3-d0e4-47bb-b7fe-ac8db22cffbf,52.76348,344.26,320.102898,2,Cedar CT8X2,2.404163056,2.8,27.655962,-98.222379,85.5,1.129999995,0.620000005,0.939999998,2,,0,20,2/10/2024 14:46,,,,,2/10/2024 14:46,davepearce@tamu.edu_tamu,2/10/2024 14:46,davepearce@tamu.edu_tamu,,2,0,0,0,0,0,,,No,6,0,0,,-98.222379,27.655962
201,1b2139a3-36e6-4a97-b6f3-a95e8e962bae,43.43866,156.72,123.9738347,2,Cedar CT8X2,2.418677324,3.1,27.64572767,-98.22505083,73.2,1.149999976,0.720000029,0.959999979,2,,0,20,2/10/2024 14:48,,,,,2/10/2024 14:48,davepearce@tamu.edu_tamu,2/10/2024 14:48,davepearce@tamu.edu_tamu,,2,0,0,0,0,0,,,No,12,0,0,,-98.22505083,27.64572767
