Study_Area,Area_ha,Transect_ID,Transect_Length_km,Flight_Path,Latitude,Longitude,Date,Female,Fawn,Male_Young,Male_Middle,Male_Mature,Male_Unkown,Unknown,Direction_clock,Detection_Distance,Survey_Time,Survey_Season
La Copita Ranch,1096.698,8,4.84,N2S,-98.214904,27.67408333,9/7/2024,1,0,0,0,0,0,0,3,50,Morning,Fall
La Copita Ranch,1096.698,8,4.84,N2S,-98.21437917,27.66920217,9/7/2024,0,1,0,0,0,0,0,8,25,Morning,Fall
La Copita Ranch,1096.698,8,4.84,N2S,-98.21463133,27.66442983,9/7/2024,1,1,0,0,0,0,0,2,100,Morning,Fall
La Copita Ranch,1096.698,2,4.99,N2S,-98.1992915,27.682549,9/7/2024,1,1,0,0,0,0,0,3,30,Morning,Fall
La Copita Ranch,1096.698,2,4.99,N2S,-98.19977183,27.67451717,9/7/2024,0,1,1,0,0,0,0,12,0,Morning,Fall
La Copita Ranch,1096.698,2,4.99,N2S,-98.19970783,27.66875667,9/7/2024,1,0,0,0,0,0,0,11,30,Morning,Fall
La Copita Ranch,1096.698,2,4.99,N2S,-98.19992333,27.66135217,9/7/2024,1,0,0,0,0,0,0,7,0,Morning,Fall
La Copita Ranch,1096.698,3,4.99,S2N,-98.201949,27.67307783,9/7/2024,0,0,1,0,0,0,0,9,55,Morning,Fall
La Copita Ranch,1096.698,3,4.99,S2N,-98.20164067,27.6850905,9/7/2024,1,0,0,0,0,0,0,9,10,Morning,Fall
La Copita Ranch,1096.698,3,4.99,S2N,-98.20212533,27.68910367,9/7/2024,0,0,0,0,1,0,0,9,20,Morning,Fall
La Copita Ranch,1096.698,4,4.99,N2S,-98.2048505,27.67755517,9/7/2024,1,0,0,0,0,0,0,1,30,Morning,Fall
La Copita Ranch,1096.698,5,4.68,S2N,-98.2069515,27.6606705,9/7/2024,1,0,0,0,0,0,0,10,60,Morning,Fall
La Copita Ranch,1096.698,5,4.68,S2N,-98.20704467,27.6758535,9/7/2024,1,1,1,0,0,0,0,12,70,Morning,Fall
La Copita Ranch,1096.698,6,4.74,N2S,-98.20936867,27.6868185,9/7/2024,0,1,0,0,0,0,0,9,5,Morning,Fall
La Copita Ranch,1096.698,6,4.74,N2S,-98.20961933,27.67384267,9/7/2024,1,0,0,0,0,0,0,7,70,Morning,Fall
La Copita Ranch,1096.698,7,4.79,S2N,-98.21235417,27.66877883,9/7/2024,1,1,0,0,0,0,0,1,60,Morning,Fall
La Copita Ranch,1096.698,7,4.79,S2N,-98.2122295,27.67059467,9/7/2024,0,0,0,1,0,0,0,10,90,Morning,Fall
La Copita Ranch,1096.698,7,4.79,S2N,-98.21213383,27.67637333,9/7/2024,1,0,0,0,0,0,0,2,20,Morning,Fall
La Copita Ranch,1096.698,7,4.79,S2N,-98.212168,27.67952183,9/7/2024,1,0,0,0,0,0,0,6,100,Morning,Fall
La Copita Ranch,1096.698,7,4.79,S2N,-98.21241233,27.6821705,9/7/2024,1,0,0,0,0,0,0,7,65,Morning,Fall
La Copita Ranch,1096.698,8,4.84,N2S,-98.21485683,27.67725033,9/7/2024,0,0,0,0,1,0,0,9,40,Morning,Fall
La Copita Ranch,1096.698,8,4.84,N2S,-98.21458467,27.67130317,9/7/2024,0,0,0,0,1,0,0,4,20,Morning,Fall
La Copita Ranch,1096.698,8,4.84,N2S,-98.21441683,27.6529395,9/7/2024,1,0,0,0,0,0,0,7,15,Morning,Fall
La Copita Ranch,1096.698,11,4.25,S2N,-98.2222035,27.650472,9/7/2024,1,1,0,0,0,0,0,8,5,Morning,Fall
La Copita Ranch,1096.698,11,4.25,S2N,-98.22243617,27.65507483,9/7/2024,1,3,0,0,0,0,0,1,80,Morning,Fall
La Copita Ranch,1096.698,12,4.25,N2S,-98.22474683,27.649787,9/7/2024,0,1,0,0,0,0,0,9,10,Morning,Fall
