OBJECTID,GlobalID,Speed..km.h.,Direction.of.travel....,Compass.reading....,Position.source.type,Receiver.Name,Horizontal.Accuracy..m.,Vertical.Accuracy..m.,Latitude,Longitude,Altitude,PDOP,HDOP,VDOP,Fix.Type,Correction.Age,Station.ID,Number.of.Satellites,Fix.Time,Average.Horizontal.Accuracy..m.,Average.Vertical.Accuracy..m.,Averaged.Positions,Standard.Deviation..m.,CreationDate,Creator,EditDate,Editor,Date.and.Time,WTD..Female,WTD..Male..Mature,WTD..Male..Middle,WTD..Male..Young,WTD..Fawn,WTD..Unknown,WTD.Notes,Transect.OID,WTD.moving.into.next.transect.,Direction,WTD_Distance,x,y,date,angle.degrees,angle.radians,distance,Group.size,All.Males,Area,Transect.Number,Transect.Length,Flight.Path
76,463f165d-1306-4bde-8c16-eca2ffae64d1,43.30902,359.93,341.3426484,2,Cedar CT8X2,4.802082881,5.4,27.68729367,-98.20710833,75.7,1.190000057,0.649999976,1,1,NA,NA,16,9/9/2023 13:15,NA,NA,NA,NA,9/9/2023 13:15,davepearce@tamu.edu_tamu,9/9/2023 13:15,davepearce@tamu.edu_tamu,,1,0,0,0,0,0,,NA,No,2,80,-98.20710833,27.68729367,9/9/2023,60,1.047197551,69.2820323,1,0,2710,5,4.68,S2N
77,128afe49-2ab2-4687-8fec-61acde94ed6a,49.266904,185.69,209.8346848,2,Cedar CT8X2,3.471310992,4,27.653667,-98.2098065,88.7,1.149999976,0.600000024,0.980000019,2,NA,0,19,9/9/2023 13:20,NA,NA,NA,NA,9/9/2023 13:20,davepearce@tamu.edu_tamu,9/9/2023 13:20,davepearce@tamu.edu_tamu,,2,0,0,0,0,0,,NA,No,2,75,-98.2098065,27.653667,9/9/2023,60,1.047197551,64.95190528,2,0,2710,6,4.74,N2S
78,a5e648d2-3eb6-466f-bbb1-7f966af64597,44.848032,178.98,204.2265667,2,Cedar CT8X2,3.330165161,4.2,27.64876583,-98.20973383,74.3,1.159999967,0.600000024,0.99000001,2,NA,0,19,9/9/2023 13:21,NA,NA,NA,NA,9/9/2023 13:21,davepearce@tamu.edu_tamu,9/9/2023 13:21,davepearce@tamu.edu_tamu,,2,0,0,0,1,0,,NA,No,1,10,-98.20973383,27.64876583,9/9/2023,30,0.523598776,5,3,0,2710,6,4.74,N2S
79,af9e4edc-36ea-4843-969e-9dbcfa20eed1,44.509116,358.75,350.1500886,2,Cedar CT8X2,3.189043744,4.4,27.653082,-98.2122525,79.3,1.25999999,0.620000005,1.090000033,2,NA,0,17,9/9/2023 13:23,NA,NA,NA,NA,9/9/2023 13:23,davepearce@tamu.edu_tamu,9/9/2023 13:23,davepearce@tamu.edu_tamu,,0,1,0,0,0,0,,NA,No,3,30,-98.2122525,27.653082,9/9/2023,90,1.570796327,30,1,1,2710,7,4.79,S2N
80,fd45f58a-4c3f-4ad5-999c-0595fbe198d8,46.18888,358.94,353.7264823,2,Cedar CT8X2,2.780287755,4.6,27.66916283,-98.21223683,76.2,1.200000048,0.579999983,1.059999943,2,NA,0,19,9/9/2023 13:25,NA,NA,NA,NA,9/9/2023 13:31,davepearce@tamu.edu_tamu,9/9/2023 13:31,davepearce@tamu.edu_tamu,,2,0,0,0,2,0,,NA,No,3,20,-98.21223683,27.66916283,9/9/2023,90,1.570796327,20,4,0,2710,7,4.79,S2N
81,c71e8759-2126-4743-a93d-a5b4e005eabc,44.886924,179.09,202.0327782,2,Cedar CT8X2,3.535533906,4.1,27.654062,-98.2199715,81.5,1.110000014,0.550000012,0.970000029,2,NA,0,22,9/9/2023 13:36,NA,NA,NA,NA,9/9/2023 13:36,davepearce@tamu.edu_tamu,9/9/2023 13:36,davepearce@tamu.edu_tamu,,1,0,0,0,1,0,,NA,No,2,15,-98.2199715,27.654062,9/9/2023,60,1.047197551,12.99038106,2,0,2710,10,1.25,N2S
82,54bef826-74a2-4b0e-9898-d1b5964527f1,54.565476,0.94,358.9912474,2,Cedar CT8X2,2.9,5.8,27.65429033,-98.222251,84.3,1.230000019,0.569999993,1.090000033,2,NA,0,20,9/9/2023 13:39,NA,NA,NA,NA,9/9/2023 13:39,davepearce@tamu.edu_tamu,9/9/2023 13:39,davepearce@tamu.edu_tamu,,1,0,0,0,0,0,,NA,No,12,0,-98.222251,27.65429033,9/9/2023,0,0,0,1,0,2710,11,1.25,S2N
83,a0383894-f2bc-48a9-9b5a-cf74feac50cc,48.585368,179.15,203.3522888,2,Cedar CT8X2,3.753664876,5.4,27.64763267,-98.22503183,76.8,1.200000048,0.569999993,1.059999943,2,NA,0,20,9/9/2023 13:40,NA,NA,NA,NA,9/9/2023 13:41,davepearce@tamu.edu_tamu,9/9/2023 13:41,davepearce@tamu.edu_tamu,,0,0,0,1,0,0,,NA,No,12,5,-98.22503183,27.64763267,9/9/2023,0,0,5,1,1,2710,12,1.25,N2S
84,1fdd4181-4e9a-4008-aef9-dfe386f355a0,33.661952,182.4,156.7246191,2,Cedar CT8X2,2.343074903,3.5,27.68629233,-98.19963717,59.6,0.959999979,0.529999971,0.800000012,2,NA,0,24,9/9/2023 12:51,NA,NA,NA,NA,9/9/2023 12:52,stephenw78@tamu.edu_tamu,9/9/2023 12:52,stephenw78@tamu.edu_tamu,,0,0,0,0,0,1,,NA,No,11,50,-98.19963717,27.68629233,9/9/2023,30,0.523598776,25,1,0,2710,2,4.99,N2S
85,ecc10d81-dc7c-439c-85f6-de488c798484,54.650668,188.62,159.9042498,2,Cedar CT8X2,3.023243292,3.6,27.6609085,-98.19962067,70.9,0.980000019,0.519999981,0.819999993,2,NA,0,25,9/9/2023 12:55,NA,NA,NA,NA,9/9/2023 12:55,stephenw78@tamu.edu_tamu,9/9/2023 12:55,stephenw78@tamu.edu_tamu,,5,0,0,0,2,0,,NA,No,1,25,-98.19962067,27.6609085,9/9/2023,30,0.523598776,12.5,7,0,2710,2,4.99,N2S
86,0b6ba57d-cfc4-411a-83c7-55cfb043b26c,52.922752,359.14,345.7856054,2,Cedar CT8X2,2.561249695,3.9,27.67136183,-98.20206,71.3,1.080000043,0.560000002,0.920000017,2,NA,0,23,9/9/2023 13:01,NA,NA,NA,NA,9/9/2023 13:01,stephenw78@tamu.edu_tamu,9/9/2023 13:01,stephenw78@tamu.edu_tamu,,3,0,0,0,0,0,,NA,No,11,50,-98.20206,27.67136183,9/9/2023,30,0.523598776,25,3,0,2710,3,4.99,S2N
87,87351d15-176e-404c-b9f8-e31e2b04d345,57.900928,359.39,344.7060504,2,Cedar CT8X2,1.910497317,2.7,27.68168767,-98.20223683,69.9,0.949999988,0.50999999,0.800000012,2,NA,0,25,9/9/2023 13:02,NA,NA,NA,NA,9/9/2023 13:02,stephenw78@tamu.edu_tamu,9/9/2023 13:02,stephenw78@tamu.edu_tamu,,2,0,0,2,0,0,,NA,No,11,30,-98.20223683,27.68168767,9/9/2023,30,0.523598776,15,4,2,2710,3,4.99,S2N
88,332c9763-ad5d-4174-9d0b-6984beb3d2bc,55.387764,356.52,343.457818,2,Cedar CT8X2,1.562049935,2.3,27.68772283,-98.20215417,71.5,0.910000026,0.5,0.75999999,2,NA,0,26,9/9/2023 13:03,NA,NA,NA,NA,9/9/2023 13:03,stephenw78@tamu.edu_tamu,9/9/2023 13:03,stephenw78@tamu.edu_tamu,,0,0,0,0,0,1,,NA,No,9,50,-98.20215417,27.68772283,9/9/2023,90,1.570796327,50,1,0,2710,3,4.99,S2N
89,b46b63d3-09cf-4c93-9fd5-f7052d4f5666,43.851656,178.44,155.0445702,2,Cedar CT8X2,2.48394847,3.2,27.68540483,-98.204814,69.6,0.949999988,0.50999999,0.790000021,2,NA,0,25,9/9/2023 13:04,NA,NA,NA,NA,9/9/2023 13:04,stephenw78@tamu.edu_tamu,9/9/2023 13:04,stephenw78@tamu.edu_tamu,,2,0,1,0,0,0,,NA,No,9,50,-98.204814,27.68540483,9/9/2023,90,1.570796327,50,3,1,2710,4,4.99,N2S
90,06900ee8-59e4-4ad7-a9e9-eabc0b423f83,52.728292,181.73,154.6523807,2,Cedar CT8X2,2.549509757,3.1,27.67910217,-98.20467617,72,0.970000029,0.550000012,0.800000012,2,NA,0,23,9/9/2023 13:05,NA,NA,NA,NA,9/9/2023 13:05,stephenw78@tamu.edu_tamu,9/9/2023 13:06,stephenw78@tamu.edu_tamu,,2,0,0,0,0,0,,NA,No,9,10,-98.20467617,27.67910217,9/9/2023,90,1.570796327,10,2,0,2710,4,4.99,N2S
91,a999b2a9-8aa9-49c7-8c57-6e3a7d5eeae1,47.896424,3.17,350.7092488,2,Cedar CT8X2,2.758622845,3.7,27.66881533,-98.20713333,71.6,1.090000033,0.569999993,0.930000007,2,NA,0,23,9/9/2023 13:13,NA,NA,NA,NA,9/9/2023 13:13,stephenw78@tamu.edu_tamu,9/9/2023 13:13,stephenw78@tamu.edu_tamu,,3,0,0,0,0,0,,NA,No,11,100,-98.20713333,27.66881533,9/9/2023,30,0.523598776,50,3,0,2710,5,4.68,S2N
92,698891b7-1b9e-4575-9d8a-3bbfd41b88b8,47.44824,356.57,346.7275559,2,Cedar CT8X2,2.617250466,3.5,27.6819355,-98.20706983,72.6,1.080000043,0.560000002,0.920000017,2,NA,0,24,9/9/2023 13:14,NA,NA,NA,NA,9/9/2023 13:14,stephenw78@tamu.edu_tamu,9/9/2023 13:14,stephenw78@tamu.edu_tamu,,0,0,1,0,0,0,,NA,No,9,20,-98.20706983,27.6819355,9/9/2023,90,1.570796327,20,1,1,2710,5,4.68,S2N
93,ce511d6f-28e2-4f5c-877d-b82cf1714771,45.548088,358.37,350.1161118,2,Cedar CT8X2,2.28035085,3.2,27.68684383,-98.20710633,73.4,0.99000001,0.519999981,0.850000024,2,NA,0,26,9/9/2023 13:15,NA,NA,NA,NA,9/9/2023 13:15,stephenw78@tamu.edu_tamu,9/9/2023 13:15,stephenw78@tamu.edu_tamu,,1,0,0,0,1,0,,NA,No,12,15,-98.20710633,27.68684383,9/9/2023,0,0,15,2,0,2710,5,4.68,S2N
94,7d400488-efa0-4820-9cf8-b785955f5c29,49.092816,182.61,155.065211,2,Cedar CT8X2,2.2627417,3.5,27.678129,-98.20972783,72.3,1.00999999,0.519999981,0.860000014,2,NA,0,24,9/9/2023 13:17,NA,NA,NA,NA,9/9/2023 13:17,stephenw78@tamu.edu_tamu,9/9/2023 13:17,stephenw78@tamu.edu_tamu,,1,0,0,0,0,0,,NA,No,10,30,-98.20972783,27.678129,9/9/2023,60,1.047197551,25.98076211,1,0,2710,6,4.74,N2S
95,1c50e0c0-2c80-400c-80a6-77264523da7d,52.009716,178.36,151.6829969,2,Cedar CT8X2,2.408318916,3.5,27.64742717,-98.20973733,73.9,1.039999962,0.5,0.910000026,2,NA,0,26,9/9/2023 13:21,NA,NA,NA,NA,9/9/2023 13:21,stephenw78@tamu.edu_tamu,9/9/2023 13:21,stephenw78@tamu.edu_tamu,,0,0,1,0,0,0,,NA,No,12,15,-98.20973733,27.64742717,9/9/2023,0,0,15,1,1,2710,6,4.74,N2S
96,bcb1074d-648e-4d47-990e-eec3ce0aa37b,55.219232,356.56,346.0536348,2,Cedar CT8X2,2.19317122,3.2,27.66080867,-98.21222067,72.2,1.139999986,0.620000005,0.959999979,2,NA,0,25,9/9/2023 13:24,NA,NA,NA,NA,9/9/2023 13:24,stephenw78@tamu.edu_tamu,9/9/2023 13:24,stephenw78@tamu.edu_tamu,,0,0,1,0,0,0,,NA,No,9,10,-98.21222067,27.66080867,9/9/2023,90,1.570796327,10,1,1,2710,7,4.79,S2N
97,c1eed438-fb75-48bb-b0ed-4fe56e2f2c4a,51.509676,359.09,347.4340408,2,Cedar CT8X2,2.334523506,3.2,27.66387917,-98.212294,69.7,1.059999943,0.550000012,0.910000026,2,NA,0,25,9/9/2023 13:24,NA,NA,NA,NA,9/9/2023 13:24,stephenw78@tamu.edu_tamu,9/9/2023 13:24,stephenw78@tamu.edu_tamu,,1,0,0,0,1,0,,NA,No,12,10,-98.212294,27.66387917,9/9/2023,0,0,10,2,0,2710,7,4.79,S2N
98,4c38801d-fcd8-4e33-85c6-42484d72b7ad,46.588912,1.36,344.3592817,2,Cedar CT8X2,2.126029163,2.8,27.6676275,-98.21226883,68.9,1,0.49000001,0.870000005,2,NA,0,27,9/9/2023 13:25,NA,NA,NA,NA,9/9/2023 13:25,stephenw78@tamu.edu_tamu,9/9/2023 13:25,stephenw78@tamu.edu_tamu,,6,0,0,0,0,0,,NA,No,11,60,-98.21226883,27.6676275,9/9/2023,30,0.523598776,30,6,0,2710,7,4.79,S2N
99,dfa40ad1-a7b0-4349-9466-18df293d0adf,48.452024,0.25,349.6523718,2,Cedar CT8X2,2.126029163,2.9,27.66964133,-98.21224433,74.4,1.120000005,0.569999993,0.959999979,2,NA,0,24,9/9/2023 13:25,NA,NA,NA,NA,9/9/2023 13:25,stephenw78@tamu.edu_tamu,9/9/2023 13:25,stephenw78@tamu.edu_tamu,,1,0,0,0,1,0,,NA,No,12.5,20,-98.21224433,27.66964133,9/9/2023,15,0.261799388,5.176380902,2,0,2710,7,4.79,S2N
100,c782d082-f44c-4514-9137-84a0b3340a38,44.370216,0.92,349.7609326,2,Cedar CT8X2,2.061552813,2.8,27.672542,-98.212134,70,1.019999981,0.50999999,0.889999986,2,NA,0,26,9/9/2023 13:25,NA,NA,NA,NA,9/9/2023 13:25,stephenw78@tamu.edu_tamu,9/9/2023 13:25,stephenw78@tamu.edu_tamu,,2,0,0,0,0,0,,NA,No,9,50,-98.212134,27.672542,9/9/2023,90,1.570796327,50,2,0,2710,7,4.79,S2N
101,4dff08f7-e3f1-4ee3-99f9-874327d68899,49.076148,194.97,169.7887356,2,Cedar CT8X2,1.62788206,3.2,27.6883295,-98.21458617,73.6,1.070000052,0.5,0.939999998,2,NA,0,27,9/9/2023 13:28,NA,NA,NA,NA,9/9/2023 13:28,stephenw78@tamu.edu_tamu,9/9/2023 13:28,stephenw78@tamu.edu_tamu,,1,0,0,0,0,0,,NA,No,12.5,20,-98.21458617,27.6883295,9/9/2023,15,0.261799388,5.176380902,1,0,2710,8,4.84,N2S
102,5cfb3ac6-fe22-46d1-a009-69cf56710ffe,51.122608,182.23,156.9274347,2,Cedar CT8X2,3.466987165,5.6,27.67195533,-98.21484533,70.8,1.139999986,0.569999993,1,2,NA,0,23,9/9/2023 13:30,NA,NA,NA,NA,9/9/2023 13:31,stephenw78@tamu.edu_tamu,9/9/2023 13:31,stephenw78@tamu.edu_tamu,,3,0,1,0,2,0,,NA,No,11.5,20,-98.21484533,27.67195533,9/9/2023,15,0.261799388,5.176380902,6,1,2710,8,4.84,N2S
103,b5f7e328-6f70-4f09-abd0-76d73d86c788,50.224388,181.84,157.8058381,2,Cedar CT8X2,2.469817807,4.3,27.6576685,-98.214742,73.5,1.080000043,0.5,0.949999988,2,NA,0,24,9/9/2023 13:32,NA,NA,NA,NA,9/9/2023 13:32,stephenw78@tamu.edu_tamu,9/9/2023 13:32,stephenw78@tamu.edu_tamu,,1,0,0,0,0,0,,NA,No,10,40,-98.214742,27.6576685,9/9/2023,60,1.047197551,34.64101615,1,0,2710,8,4.84,N2S
